X,Y,OBJECTID,GIS_ID,GeoID,WmataID,TageoID,ArtID,MetroBus,ArtBus,LunchLoopBus,GeorgeBus,Shelter,Label,TransferPt,STOP_ID,Platform_Tag,TimePt,Snow_Priority,Regional_ID
-77.102445,38.882014,1088,2152, , , ,A41033,0,1,0,0,1,AS,0,A41033,1077,0,1,6001252
-77.087103,38.8397,2718,2230,,,,A75031,0,1,0,0,0,A,1,A75031,1112,1,1,6001270
-77.111571,38.881357,1064,2120,Q99998, , , ,1,0,0,0,1,MS,0, ,0,0,1,
-77.087502,38.839285,1089,2156, , , , ,1,0,0,0,0,M,0, ,0,0,1,
-77.087502,38.8392,1090,2154, , , , ,1,0,0,0,0,M,0, ,0,0,1,
-77.087372,38.839311,1091,2153, , , , ,1,0,0,0,0,M,0, ,0,0,1,
-77.059192,38.862696,1012,2029,13535, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000790
-77.092599,38.864816,1075,2107,3614,12132,12132,A41217,1,1,0,0,1,MAS,0,A41217,262,0,1,6000265
-77.092872,38.865518,1076,2108,3667,12131,12131,A41009,1,1,0,0,1,MAS,0,A41009,265,0,1,6000278
-77.100217,38.869996,1008,2025,3892,12123,12123,A41214,1,1,0,0,1,MAS,0,A41214,284,1,1,6000342
-77.099997,38.870176,1007,2024,3895, ,12122,A41014,1,1,0,0,1,MAS,0,A41014,283,1,1,6000345
-77.123856,38.897724,1070,2096,5677,12087,12087, ,1,0,0,0,1,MS,0, ,0,0,1,6000748
-77.051416,38.848132,1086,2150, , , , ,1,0,0,0,0,M,0, ,0,0,2,
-77.106368,38.866904,1005,2022,3740, ,14523, ,1,0,0,0,0,M,0, ,0,0,2,6000298
-77.106871,38.867095,1006,2023,3755, ,14524, ,1,0,0,0,0,M,0, ,0,0,2,6000303
-77.086864,38.862038,1029,2046,14069, , ,A77012,1,1,0,0,0,MA,0,A77012,1009,0,2,6000811
-77.106398,38.842074,1031,2048,14267, , , ,1,0,0,0,0,M,0, ,0,0,2,6000886
-77.089518,38.8531,1022,2039,14306, , ,A74015,1,1,0,0,0,MA,1,A74015,553,1,2,6000903
-77.10412,38.842807,1030,2047,2404, ,14963, ,1,0,0,0,0,M,0, ,0,0,2,6000042
-77.082901,38.872861,2310,2220, , , ,A45001,0,1,0,0,1,AS,0,A45001,1099,1,2,6001273
-77.095285,38.846633,2716,2228,,,,A75026,0,1,0,0,0,A,0,A75026,1107,0,2,6001268
-77.095582,38.846658,2720,2232,,,,A75136,0,1,0,0,0,A,0,A75134,1116,0,2,6001263
-77.088285,38.857178,1021,2038,3160, , ,A77206,1,1,0,0,0,MA,0,A77206,997,0,2,6000185
-77.093227,38.884873,2304,2215, , , ,A42222,0,1,0,0,0,A,0,A42222,1015,0,2,6000564
-77.086939,38.862888,1028,2045,3510, , ,A77017,1,1,0,0,0,MA,0,A77017,1010,0,2,6000247
-77.107462,38.882347,2723,2235,,,,A75138,0,1,0,0,0,A,0,A75138,1120,0,1,6001272
-77.087168,38.863921,1026,2043,3552, ,14119,A77013,1,1,0,0,0,MA,0,A77013,1011,0,2,6000253
-77.087714,38.868152,2305,2216, , , ,A77217,0,1,0,0,0,A,0,A77217,1076,0,3,6001257
-77.087528,38.864414,1027,2044,3593, ,14118,A77202,1,1,0,0,0,MA,0,A77202,993,0,2,6000261
-77.087529,38.865652,1024,2041,3671, ,14116,A77014,1,1,0,0,0,MA,0,A77014,1012,0,2,6000280
-77.083384,38.868837,2306,2217, , , ,A77218,0,1,0,0,0,A,0,A77218,1078,0,3,6001256
-77.087873,38.866046,1025,2042,3697, ,14117,A77201,1,1,0,0,0,MA,0,A77201,992,0,2,6000284
-77.08305,38.868671,2307,2218, , , ,A77018,0,1,0,0,0,A,0,A77018,1079,0,3,6001255
-77.087859,38.867482,1023,2040,3768, , ,A77015,1,1,0,0,0,MA,0,A77015,985,0,2,6000306
-77.096186,38.845347,1072,2099,2542,10850,10850,A77215,1,1,0,0,0,MA,0,A77215,1002,0,2,6000065
-77.074667,38.865547,2308,2219, , , ,A74025,0,1,0,0,0,A,0,A74025,1084,0,3,6001258
-77.085579,38.843759,1035,2052,14068, , , ,1,0,0,0,0,M,0, ,0,0,2,6000810
-77.111912,38.846768,2713,2225,,,,A75022,0,1,0,0,0,A,0,A75022,1103,0,3,6001259
-77.085515,38.844539,1036,2053,14072, , , ,1,0,0,0,0,M,0, ,0,0,2,
-77.137428,38.883177,1048,2065,14441, , , ,1,0,0,0,0,M,0, ,0,0,2,6000924
-77.10904,38.845693,2714,2226,,,,A75023,0,1,0,0,0,A,0,A75023,1104,0,3,6001261
-77.084427,38.875666,1039,2056,4207, ,14154,A42014,1,1,0,0,0,MA,0,A42014,817,0,2,6000427
-77.104932,38.843128,2715,2227,,,,A75024,0,1,0,0,0,A,0,A75024,1105,0,3,6001262
-77.085283,38.87661,1050,2067,4268, ,14155,A42215,1,1,0,0,0,MA,0,A42215,571,0,2,6000441
-77.086433,38.877446,1040,2057,4316, , ,A42216,1,1,0,0,0,MA,0,A42216,572,0,2,6000450
-77.088881,38.840687,2717,2229,,,,A75030,0,1,0,0,0,A,0,A75030,1111,0,3,6001269
-77.090886,38.881212,1038,2055,4518, , ,A42010,0,1,0,0,0,A,0,A42010,559,0,2,6000516
-77.104642,38.843029,2721,2233,,,,A75136,0,1,0,0,0,A,0,A75136,1118,0,3,6001263
-77.13185,38.884016,1042,2059,4668, ,14195, ,1,0,0,0,0,M,0, ,0,0,2,6000553
-77.129903,38.884423,1041,2058,4689, ,14193, ,1,0,0,0,0,M,0, ,0,0,2,6000555
-77.111612,38.846767,2722,2234,,,,A75137,0,1,0,0,0,A,0,A75137,1119,0,3,6001260
-77.102966,38.882478,2711,2224,,,,A75139,0,1,0,0,0,A,0,A75139,1102,1,1,6001267
-77.093347,38.884649,1065,2125,4704, ,14167,A42008,0,1,0,0,0,A,0,A42008,814,0,2,6001095
-77.106629,38.855278,2309,2221, , , ,A45002,0,1,0,0,0,A,0,A45002,1092,0,2,6001274
-77.141394,38.885468,1044,2061,4778, , ,A15017,1,1,0,0,1,MAS,0,A15017,1174,0,2,6000587
-77.099622,38.885898,1043,2060,4796, , , ,1,0,0,0,0,M,0, ,0,0,2,6000590
-77.144912,38.886858,1046,2063,4857, ,14206, ,1,0,0,0,0,M,0, ,0,0,2,6000605
-77.146762,38.887382,1047,2064,4893, , ,A15039,1,1,0,0,0,MA,0,A15039,1178,0,2,6000615
-77.153974,38.887418,1049,2066,4902, , , ,1,0,0,0,0,M,0, ,0,0,2,6000619
-77.086081,38.844218,2719,2231,,,,A75131,0,1,0,0,0,A,0,A75131,1113,0,2,6001266
-77.163297,38.890235,1037,2054,5127, ,14220, ,1,0,0,0,0,M,0, ,0,0,2,6000649
-77.164894,38.891284,1045,2062,5173, ,14221, ,1,0,0,0,0,M,0, ,0,0,2,6000656
-77.116056,38.885499,1080,2133,Q, , ,A52005,1,1,0,0,0,MA,0,A52005,115,1,2,6000578
-77.10437,38.895857,1061,2093,5517,12653,12653, ,1,0,0,0,0,M,0, ,0,0,2,6000717
-77.104416,38.896163,1062,2094,5539,12654,12654, ,1,0,0,0,0,M,0, ,0,0,2,6000720
-77.110242,38.897098,1069,2095,5617,12660,12660, ,1,0,0,0,0,M,0, ,0,0,2,6000737
-77.108714,38.880003,1082,2146, , , ,A42223,0,1,0,0,0,A,0,A42223,1016,0,1,6000499
-77.119606,38.878644,1060,2087,4372,14428,14428, ,1,0,0,0,0,M,0, ,0,0,1,6000468
-77.126316,38.924901,1081,2135, ,12056, ,A53024,0,1,0,0,0,A,0,A53024,521,1,3,6001218
-77.119229,38.857177,1011,2028,3154,12234, ,A41229,1,1,0,0,1,MAS,0,A41229,297,0,3,6001033
-77.065507,38.862644,1014,2031,3503, , , ,1,0,0,0,1,MS,0, ,0,0,3,6000243
-77.065694,38.862628,1015,2032,3501, , , ,1,0,0,0,0,M,0, ,0,0,3,6000241
-77.085809,38.836241,1018,2035,14342, , , ,1,0,0,0,0,M,0, ,0,0,3,6000912
-77.086465,38.835521,1019,2036,14343, , , ,1,0,0,0,0,M,0, ,0,0,3,6000913
-77.087133,38.834148,1020,2037,2007, , , ,1,0,0,0,0,M,0, ,0,0,3,6000016
-77.067642,38.859538,1032,2049,3303, ,10858, ,1,0,0,0,0,M,0, ,0,0,3,6000206
-77.068206,38.857051,1033,2050,3146, ,10859, ,1,0,0,0,0,M,0, ,0,0,3,6000183
-77.068486,38.853738,1034,2051,14062, , , ,1,0,0,0,0,M,0, ,0,0,3,6000805
-77.079103,38.890244,1055,2080, , , ,A61110,0,1,0,0,0,A,0,A61110,464,0,3,6000964
-77.075835,38.846972,1057,2082,14076, , ,A87009,1,1,0,0,0,MA,0,A87009,951,0,3,6000817
-77.094135,38.835023,1063,2097,14348, , , ,1,0,0,0,0,M,0, ,0,0,3,6000916
-77.051779,38.850869,1077,2114,14280, , , ,1,0,0,0,0,M,0, ,0,0,3,6000889
-77.075137,38.848194,1095,2161, , , ,A87010,1,1,0,0,1,MAS,0,A87010,952,0,3,6000090
-77.113717,38.858362,1066,2139,3240, ,11638, ,1,0,0,0,0,M,0, ,0,0,3,6000192
-77.127794,38.868071,1067,2089,3798,11299,11299, ,1,0,0,0,0,M,0, ,0,0,3,6000314
-77.104264,38.874163,1074,2104,4133,13343,13343, ,1,0,0,0,1,MS,0, ,0,0,3,6000404
-77.14723,38.873653,1059,2086,4102,13008,13008, ,1,0,0,0,0,M,0, ,0,0,3,6000394
-77.147023,38.873751,1058,2085,4103,13007,13007, ,1,0,0,0,0,M,0, ,0,0,3,6000395
-77.156235,38.889841,1097,2162, , , , ,1,0,0,0,0,M,0, ,0,0,3,
-77.166284,38.892795,1053,2070,5284, ,14288, ,1,0,0,0,0,M,0, ,0,0,3,6000675
-77.166442,38.892681,1052,2069,5281, ,14289, ,1,0,0,0,0,M,0, ,0,0,3,6000674
-77.087853,38.856799,1079,2129, , , ,A73210,0,1,0,0,0,A,1,A73210,206,0,3,6001050
-77.105523,38.873577,1054,2077,4093, , , ,1,0,0,0,1,MS,0, ,0,0,3,6000390
-77.05129,38.842813,1085,2149, , , , ,1,0,0,0,1,MS,0, ,0,0,2,6001233
-77.068728,38.844849,1009,2026,14063, , ,A87015,1,1,0,0,1,MAS,0,A87015,957,0,2,6000806
-77.074672,38.84418,1010,2027,2465, ,12151,A87017,1,1,0,0,0,MA,0,A87017,959,0,2,6000049
-77.06564,38.845294,1094,2160, , , , ,1,0,0,0,0,M,0, ,0,0,2,
-77.108539,38.871848,1073,2103,3954,11970,11970, ,1,0,0,0,0,M,0, ,0,0,2,6000354
-77.052285,38.850101,1083,2147, , , , ,1,0,0,0,0,M,0, ,0,0,3,6001232
-77.05257,38.845586,1087,2151, , , , ,1,0,0,0,0,M,0, ,0,0,2,6001230
-77.052725,38.841964,1093,2159, , , , ,1,0,0,0,0,M,0, ,0,0,3,6001284
-77.052373,38.842396,1092,2158, , , , ,1,0,0,0,0,M,0, ,0,0,3,6001283
-77.089858,38.842489,1084,2148, , , ,A77001,1,1,0,0,0,MA,0,A77001,1006,0,2,6001279
-77.084639,38.890693,1098,2164, , , ,A62016,0,1,0,0,0,A,1,A62016,1014,1,3,6001280
-77.085831,38.891927,1904,2214, , , ,A61019,0,1,0,0,0,A,0,A61019,1013,0,3,6001281
-77.067298,38.846191,1903,2213, , , ,A87227,0,1,0,0,0,A,0,A87227,1017,0,3,6001282
-77.066958,38.84584,1013,2030,14338, , ,A87014,0,1,0,0,0,A,0,A87014,956,0,3,6000909
-77.113842,38.858954,1068,2091, , , ,A75109,0,1,0,0,0,A,0,A75109,291,0,3,6001036
-77.050975,38.84917,3111,2236,15767,,,,1,0,0,0,1,MS,0,0,0,0,2,6001229
-77.12618,38.888118,3511,2237,,,,A51015,0,1,0,0,0,A,0,A51015,1124,0,0,6001173
-77.081961,38.871581,3911,2238,0,0,0,A42028,0,1,0,0,0,A,0,A42028,1125,0,0,6001300
-77.106037,38.854753,4313,2240,0,0,0,A45016,0,1,0,0,0,A,0,A45016,1139,0,0,6001302
-77.101666,38.853756,4314,2241,0,0,0,A45017,0,1,0,0,0,A,0,A45017,1140,0,0,6000940
-77.100735,38.858236,4315,2242,0,0,0,A45018,0,1,0,0,0,A,0,A45018,1141,0,0,6000942
-77.089579,38.880879,4316,2243,0,0,0,A45019,0,1,0,0,0,A,0,A45019,1130,0,0,6001303
-77.11135,38.88936,4713,2244,,,,A62017,0,1,0,0,0,A,0,A62017,1148,0,0,6001307
-77.111596,38.889129,4714,2245,,,,A62220,0,1,0,0,0,A,0,A62220,1149,0,0,6001306
-77.10116,38.890367,4715,2246,,,,A62018,0,1,0,0,0,A,0,A62018,1150,0,0,6001308
-77.100767,38.891235,4716,2247,,,,A62219,0,1,0,0,0,A,0,A62219,1151,0,0,6001305
-77.100632,38.887452,4717,2248,,,,A62019,0,1,0,0,0,A,0,A62019,1150,0,0,6001309
-77.100343,38.887519,4718,2249,,,,A62218,0,1,0,0,0,A,0,A62218,1153,0,0,6001304
-77.095318,38.851288,5513,2251,,,,A15004,0,1,0,0,0,A,0,A15004,1158,0,0,6001317
-77.091522,38.852144,5514,2252,,,,A15005,0,1,0,0,0,A,0,A15005,1159,0,0,6001318
-77.091313,38.849729,5515,2253,,,,A15006,0,1,0,0,0,A,0,A15006,1160,0,0,6001319
-77.089958,38.848381,5516,2254,,,,A15007,0,1,0,0,0,A,0,A15007,1161,0,0,6001320
-77.087969,38.848939,5517,2255,,,,A15008,0,1,0,0,0,A,0,A15008,1162,0,0,6001321
-77.088046,38.84903,5518,2256,,,,A15009,0,1,0,0,0,A,0,A15009,1164,0,0,6001322
-77.090154,38.848439,5519,2257,,,,A15010,0,1,0,0,0,A,0,A15010,1165,0,0,6001323
-77.091459,38.850428,5520,2258,,,,A15011,0,1,0,0,0,A,0,A15011,1166,0,0,6001324
-77.090604,38.853296,5521,2259,,,,A15012,0,1,0,0,0,A,0,A15012,1167,0,0,6001325
-77.136183,38.916895,5522,2260,,,,A15014,0,1,0,0,0,A,0,A15014,1170,0,0,6001038
-77.094762,38.886358,5523,2261,,,,A15013,0,1,0,0,0,A,0,A15013,1169,0,0,6001327
-77.094941,38.886358,5524,2262,,,,A77216,0,1,0,0,0,A,0,A77216,1018,0,0,6001278
-77.122078,38.853703,5525,2263,,,,A15020,1,1,0,0,0,MA,0,A15020,1180,0,0,5001029
-77.116262,38.857047,5526,2265,,,,A15041,0,1,0,0,0,A,0,A15041,1171,0,0,
-77.137582,38.883648,5527,2264,,,,A15018,0,1,0,0,0,A,0,A15018,1175,1,0,
-77.140053,38.884938,5528,2266,,,,A15019,0,1,0,0,0,A,0,A15019,1176,0,0,
-77.051274,38.858036,5925,2267,0,0, ,15024,0,1,0,0,0,A,0, ,1183,0,0,6001219
-77.071582,38.896897,880,1897,14249, , ,A61002,0,1,0,0,1,AS,1,A61002,475,1,1,6001132
-77.071596,38.896728,881,1898,14078, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000818
-77.078657,38.88863,779,1795,4985,10758,10758, ,1,0,0,0,1,MS,0, ,0,0,1,6000630
-77.077745,38.889354,777,1793,5042, ,10757, ,1,0,0,0,1,MS,0, ,0,0,1,6000638
-77.086495,38.890353,65,1065,5137,11391,11391,A41029,1,1,0,0,1,MAS,0,A41029,450,0,1,6000651
-77.075155,38.890826,772,1788,5156,10756,10756, ,1,0,0,0,1,MS,0, ,0,0,1,6000653
-77.085515,38.891473,18,1018,5182,14405,14405,A41201,1,1,0,0,1,MAS,1,A41201,451,1,1,6000659
-77.083603,38.891472,66,1066,5188,11392,11392,A61108,1,1,0,0,1,MAS,0,A61108,455,0,1,6000661
-77.072794,38.891658,776,1792,5197,10755,10755, ,1,0,0,0,1,MS,0, ,0,0,1,6000665
-77.080662,38.893162,3,1003,5311,14401,14401,A61010,1,1,0,0,1,MAS,0,A61010,460,0,1,6000682
-77.110879,38.8821,75,1079, , , ,A51001,0,1,0,0,1,AS,1,A51001,83,1,1,6001072
-77.108287,38.885783,239,1242, , , ,A53248,0,1,0,0,1,AS,0,A53248,504,0,1,6000991
-77.110664,38.882104,154,1155, , , ,A75001,0,1,0,0,1,AS,1,A75001,546,1,1,6001250
-77.111625,38.881696,790,1806,14304, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000901
-77.111386,38.882017,792,1808,14305, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000902
-77.111133,38.882019,793,1809,14314, , ,A42001,1,1,0,0,1,MAS,1,A42001,513,1,1,6000905
-77.111647,38.881898,791,1807,14440, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000923
-77.111596,38.881529,789,1805,14464, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000926
-77.108655,38.876125,875,1892,4237,12111,12111,A41210,1,1,0,0,1,MAS,0,A41210,338,0,1,6000435
-77.108575,38.876489,877,1894,4251, ,12110,A41020,1,1,0,0,1,MAS,0,A41020,337,0,1,6000436
-77.103834,38.88129,67,1067,4530,14415,14415,A41023,0,1,0,0,1,AS,0,A41023,343,0,1,6000520
-77.102951,38.881937,404,1418,4561,14414,14414,A41237,0,1,0,0,1,AS,0,A41237,580,0,1,6000527
-77.100569,38.883053,33,1033,4608,14413,14413,A41206,0,1,0,0,1,AS,0,A41206,346,0,1,6000537
-77.107781,38.885942,353,1367,4802,14176,14176, ,1,0,0,0,1,MS,0, ,0,0,1,6000591
-77.103087,38.886006,349,1363,4807,14172,14172, ,1,0,0,0,1,MS,0, ,0,0,1,6000593
-77.105614,38.886013,351,1365,4814,14174,14174, ,1,0,0,0,1,MS,0, ,0,0,1,6000595
-77.103261,38.886187,348,1362,4821,14171,14171, ,1,0,0,0,1,MS,0, ,0,0,1,6000599
-77.095139,38.886786,393,1407,4856,11387,11387,A41025,1,1,0,0,1,MAS,1,A41025,440,1,1,6000604
-77.093322,38.887718,394,1408,4938,11388,11388,A77016,1,1,0,0,1,MAS,0,A77016,986,1,1,6000624
-77.087599,38.839179,956,2155, , , , ,1,0,0,0,0,M,0, ,0,0,1,
-77.087409,38.839388,957,2157, , , ,A82007,0,1,0,0,0,A,1,A82007,926,1,1,6001276
-77.051271,38.858161,962,1979,14274,10650, , ,1,0,0,0,1,MS,0, ,0,0,1,6000887
-77.051256,38.858325,796,1812,14275, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000888
-77.059022,38.862867,308,1313, , , ,A74001,0,1,0,0,1,AS,1,A74001,183,1,1,6001053
-77.071603,38.89551,251,1254, , , ,,1,0,0,0,0,M,0,,0,0,1,
-77.071604,38.895677,883,1900,14089, , , ,1,0,0,0,0,M,0, ,0,0,1,6000824
-77.071629,38.896023,882,1899,14094, , , ,1,0,0,0,0,M,0, ,0,0,1,6000827
-77.157014,38.886821,813,1829,14043, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000799
-77.156916,38.886385,811,1827,14082, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000821
-77.156703,38.886323,812,1828,14084, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000822
-77.156792,38.886757,810,1826,4850, ,11693,A52029,0,1,0,0,1,AS,1,A52029,138,1,1,6000603
-77.112508,38.856508,288,1292, , , ,A75108,0,1,0,0,0,A,1,A75108,240,1,1,6001019
-77.119478,38.853382,618,1633,2930,11482,11482, ,1,0,0,0,1,MS,0, ,0,0,1,6000137
-77.116185,38.854303,615,1630,2989,11480,11480, ,1,0,0,0,1,MS,0, ,0,0,1,6000149
-77.114838,38.854785,613,1628,3016,11478,11478,A75106,1,1,0,0,1,MAS,1,A75106,233,0,1,6000152
-77.112934,38.855729,61,1061,3071,11475,11475,A41225,1,1,0,0,1,MAS,0,A41225,236,0,1,6000166
-77.11233,38.855756,612,1627,3078,11476,11476, ,1,0,0,0,1,MS,0, ,0,0,1,6000169
-77.112597,38.856311,153,1153,3132,11640,11640,A41001,1,1,0,0,0,MA,1,A41001,237,1,1,6000179
-77.104556,38.857758,14,1014,3210,11468,11468,A41003,1,1,0,0,1,MAS,0,A41003,244,1,1,6000188
-77.104079,38.858089,358,1372,3220,11469,11469,A41223,1,1,0,0,1,MAS,0,A41223,245,0,1,6000191
-77.100725,38.859049,59,1059,3278,11466,11466,A41222,1,1,0,0,1,MAS,0,A41222,247,0,1,6000203
-77.099186,38.859281,58,1058,3291,11465,11465,A41005,1,1,0,0,1,MAS,0,A41005,248,0,1,6000204
-77.095964,38.860154,610,1625,3341,11463,11463,A41006,1,1,0,0,1,MAS,0,A41006,250,0,1,6000219
-77.095514,38.860486,56,1056,3359,11462,11462,A41220,1,1,0,0,1,MAS,0,A41220,251,0,1,6000223
-77.093569,38.860785,55,1055,3368,11461,11461,A41007,1,1,0,0,1,MAS,0,A41007,252,0,1,6000225
-77.093723,38.86092,54,1054,3383,11460,11460,A41219,1,1,0,0,1,MAS,0,A41219,253,0,1,6000227
-77.091212,38.861354,347,1361,3415,11459,11459,A45005,1,1,0,0,1,MAS,0,A45005,1094,1,1,6000232
-77.09119,38.861588,346,1360,3429,11458,11458,A45009,1,1,0,0,1,MAS,0,A45009,1095,1,1,6000234
-77.086581,38.862584,332,1345,3502,11455,11455,A45006,1,1,0,0,1,MAS,0,A45006,1097,0,1,6000242
-77.084434,38.863356,337,1351,3534,11453,11453,A45007,1,1,0,0,1,MAS,0,A45007,1098,0,1,6000249
-77.083508,38.863356,11,1011,3536,11452,11452,A74021,1,1,0,0,1,MAS,1,A74021,195,0,1,6000250
-77.080508,38.864088,343,1350,3581,11448,11448,A15002,1,0,0,0,1,MS,0,A15002,1156,0,1,6000258
-77.077849,38.864834,342,1356,3610,11447,11447,A42019,1,1,0,0,1,MAS,0,A42019,564,0,1,6000263
-77.068535,38.867239,803,1819,3757,11441,11441,A42022,1,1,0,0,1,MAS,0,A42022,819,1,1,6000304
-77.068533,38.86741,804,1820,3763,11440,11440,A42207,1,1,0,0,1,MAS,0,A42207,818,1,1,6000305
-77.143312,38.872983,647,1662,4052,14453,14453, ,1,0,0,0,1,MS,0, ,0,0,1,6000378
-77.140324,38.873517,685,1701,4086,14451,14451, ,1,0,0,0,1,MS,0, ,0,0,1,6000386
-77.134481,38.874677,678,1694,4158,14444,14444, ,1,0,0,0,1,MS,0, ,0,0,1,6000411
-77.131023,38.875631,672,1688,4204,14441,14441, ,1,0,0,0,1,MS,0, ,0,0,1,6000425
-77.123307,38.877541,30,1030,4322,14432,14432,A75125,1,1,0,0,1,MAS,0,A75125,322,0,1,6000454
-77.123571,38.877697,31,1031,4331,14433,14433,A75006,1,1,0,0,1,MAS,0,A75006,321,0,1,6000456
-77.121147,38.878064,29,1029,4340,14431,14431,A75126,1,1,0,0,1,MAS,0,A75126,323,0,1,6000460
-77.121237,38.878278,28,1028,4346,14430,14430,A75005,1,1,0,0,1,MAS,0,A75005,324,0,1,6000463
-77.092228,38.861583,13,1013,3424,12136,12136,A41218,1,1,0,0,1,MAS,1,A41218,254,1,1,6000233
-77.091874,38.861741,12,1012,3451,12135,12135,A41008,1,1,0,0,1,MAS,1,A41008,255,1,1,6000236
-77.096312,38.867628,472,1486,3774,12126,12126,A41012,1,1,0,0,1,MAS,0,A41012,269,0,1,6000309
-77.10296,38.872058,866,1883,4000,12119,12119,A41213,1,1,0,0,1,MAS,0,A41213,285,0,1,6000366
-77.103377,38.872731,876,1893,4032,12118,12118,A41016,1,1,0,0,1,MAS,0,A41016,287,0,1,6000373
-77.104777,38.873449,442,1456,4097,12117,12117,A41212,1,1,0,0,1,MAS,0,A41212,289,0,1,6000391
-77.104948,38.873818,589,1603,4107,12116,12116,A41017,1,1,0,0,1,MAS,0,A41017,288,0,1,6000397
