X,Y,OBJECTID,GIS_ID,GeoID,WmataID,TageoID,ArtID,MetroBus,ArtBus,LunchLoopBus,GeorgeBus,Shelter,Label,TransferPt,STOP_ID,Platform_Tag,TimePt,Snow_Priority,Regional_ID
-77.106152,38.874704,868,1885,4151,12115,12115,A41018,1,1,0,0,1,MAS,0,A41018,290,0,1,6000409
-77.107292,38.875508,869,1886,4189, ,12112,A41019,1,1,0,0,1,MAS,0,A41019,340,0,1,6000420
-77.122774,38.896383,865,1882,5588, , , ,1,0,0,0,1,MS,0, ,0,0,1,6000732
-77.12851,38.888916,87,1085, , , ,A51009,0,1,0,0,1,AS,0,A51009,91,1,1,6001073
-77.128934,38.889421,97,1095, , , ,A51210,0,1,0,0,1,AS,0,A51210,101,1,1,6001079
-77.12829,38.88783,140,1137, , , ,A52220,0,1,0,0,1,AS,0,A52220,157,0,1,6001187
-77.091438,38.894678,15,1015,5442,12644,12644,,1,0,0,0,1,MS,0,,0,0,2,6000701
-77.094794,38.894985,17,1017,5473,12647,12647,,1,0,0,0,1,MS,0,,0,0,2,6000706
-77.094516,38.895239,2,1002,5480,12648,12648,,1,0,0,0,1,MS,0,,0,0,2,6000707
-77.088223,38.89534,9,1009,5489,12642,12642,,1,0,0,0,1,MS,0,,0,0,2,6000708
-77.127548,38.884868,686,1702,4731,14191,14191, ,1,0,0,0,1,MS,0, ,0,0,2,6000569
-77.061222,38.860737,716,1732,14061, , , ,1,0,0,0,0,M,0, ,0,0,2,6000804
-77.049484,38.852916,965,1982,14282, , , ,1,0,0,0,0,M,0, ,0,0,2,6000891
-77.04933,38.85406,961,1978,14284, , , ,1,0,0,0,0,M,0, ,0,0,2,6000892
-77.049108,38.857981,808,1824,14288, , , ,1,0,0,0,0,M,0, ,0,0,2,6000894
-77.049256,38.855432,964,1981,14289, , , ,1,0,0,0,0,M,0, ,0,0,2,6000895
-77.049022,38.859473,704,1720,3299,11632,11632, ,1,0,0,0,0,M,0, ,0,0,2,6000205
-77.056381,38.859538,525,1539,3307,10271,10271, ,1,0,0,0,1,MS,0, ,0,0,2,6000208
-77.05651,38.859741,534,1548,3318,10270,10270, ,1,0,0,0,0,M,0, ,0,0,2,6000212
-77.053816,38.859749,520,1534,3323,10269,10269, ,1,0,0,0,0,M,0, ,0,0,2,6000214
-77.054062,38.859968,429,1443,3331,10268,10268, ,1,0,0,0,0,M,0, ,0,0,2,6000217
-77.060224,38.860445,527,1541,3358,10273,10273, ,1,0,0,0,0,M,0, ,0,0,2,6000222
-77.05914,38.860616,535,1549,3364,10272,10272, ,1,0,0,0,0,M,0, ,0,0,2,6000224
-77.101907,38.859116,993,2010,14350, , , ,1,0,0,0,0,M,0, ,0,0,2,6000918
-77.101813,38.85959,608,1623,3306,11981,11981, ,1,0,0,0,0,M,0, ,0,0,2,6000207
-77.103012,38.861402,990,2007,3414, ,11978, ,1,0,0,0,0,M,0, ,0,0,2,6000231
-77.103053,38.862045,991,2008,3466, ,11979, ,1,0,0,0,0,M,0, ,0,0,2,6000239
-77.104067,38.863517,988,2005,3540, ,11976, ,1,0,0,0,0,M,0, ,0,0,2,6000251
-77.104062,38.864063,989,2006,3565, ,11977, ,1,0,0,0,0,M,0, ,0,0,2,6000257
-77.105167,38.86491,986,2003,3615, ,11975, ,1,0,0,0,0,M,0, ,0,0,2,6000266
-77.105678,38.865109,987,2004,3631, ,11974, ,1,0,0,0,0,M,0, ,0,0,2,6000271
-77.106669,38.868767,992,2009,3829, ,11973, ,1,0,0,0,0,M,0, ,0,0,2,6000323
-77.106322,38.8418,659,1674,2358,14146,14146, ,1,0,0,0,0,M,0, ,0,0,2,6000039
-77.104521,38.842262,652,1667,2378,14144,14144, ,1,0,0,0,0,M,0, ,0,0,2,6000041
-77.100863,38.843805,643,1658,2437,14142,14142, ,1,0,0,0,0,M,0, ,0,0,2,6000043
-77.100921,38.843969,649,1664,2455,14143,14143, ,1,0,0,0,0,M,0, ,0,0,2,6000046
-77.099292,38.844663,702,1718,2486,14140,14140,A75025,1,1,0,0,0,MA,0,A75025,1106,0,2,6000053
-77.099676,38.844746,703,1719,2488,14141,14141,A75135,1,1,0,0,0,MA,0,A75135,1117,0,2,6000055
-77.097699,38.845402,701,1717,2539,14139,14139, ,1,0,0,0,0,M,0, ,0,0,2,6000064
-77.094409,38.8477,450,1464,2660,14137,14137,A77004,1,1,0,0,0,MA,0,A77004,929,1,2,6000082
-77.094461,38.848082,439,1453,2677,14136,14136,A77210,1,1,0,0,0,MA,0,A77210,988,0,2,6000085
-77.09271,38.849961,445,1459,2761,14135,14135,A77005,1,1,0,0,0,MA,0,A77005,930,1,2,6000101
-77.092965,38.850011,444,1458,2763,14134,14134,A77209,1,1,0,0,0,MA,0,A77209,1001,0,2,6000103
-77.091564,38.85182,470,1484,2835,14132,14132,A77208,1,1,0,0,0,MA,0,A77208,1000,0,2,6000108
-77.091091,38.852053,469,1483,2845,14133,14133,A77006,1,1,0,0,0,MA,0,A77006,931,0,2,6000110
-77.089119,38.853928,443,1457,2964,14130,14130,A77214,1,1,0,0,0,MA,0,A77214,999,0,2,6000145
-77.088587,38.856117,428,1442,3070,14128,14128,A77207,1,1,0,0,0,MA,0,A77207,998,0,2,6000173
-77.088321,38.855807,426,1440,3093,14129,14129,A77008,1,1,0,0,0,MA,0,A77008,1007,0,2,6000165
-77.088155,38.856562,441,1455,3116,14127,14127,A77009,1,1,0,0,1,MAS,0,A77009,1008,0,2,6000177
-77.087465,38.858905,454,1468,3272,14125,14125,A77010,1,1,0,0,1,MAS,0,A77010,934,0,2,6000200
-77.087723,38.858879,451,1465,3274,14126,14126,A77205,1,1,0,0,0,MA,0,A77205,996,0,2,6000201
-77.087188,38.859814,433,1447,3321,14124,14124,A77011,1,1,0,0,0,MA,0,A77011,935,0,2,6000213
-77.087361,38.860113,430,1444,3339,14123,14123,A77204,1,1,0,0,0,MA,0,A77204,995,0,2,6000218
-77.087116,38.862034,331,1344,3463,14121,14121,A77203,1,1,0,0,1,MAS,0,A77203,994,0,2,6000238
-77.092074,38.843662,693,1709,2447,10852,10852,A77212,1,1,0,0,0,MA,0,A77212,1004,0,2,6000044
-77.092027,38.843906,695,1711,2449,10853,10853,A77002,1,1,0,0,0,MA,0,A77002,927,0,2,6000045
-77.094994,38.84481,666,1681,2501,14962,14962,A77211,1,1,0,0,1,MAS,0,A77211,1003,0,2,6000058
-77.095927,38.845445,698,1714,2543,10851,10851,A77003,1,1,0,0,1,MAS,0,A77003,928,0,2,6000066
-77.084495,38.844749,40,1040,2495,13651,13651,A74002,1,1,0,0,0,MA,0,A74002,223,0,2,6000057
-77.084744,38.844824,39,1039,2497,13650,13650,A82103,1,1,0,0,0,MA,0,A82103,552,0,2,6000813
-77.083684,38.846953,22,1022,2618,13649,13649,A74003,1,1,0,0,1,MAS,0,A74003,222,0,2,6000075
-77.083918,38.847023,26,1026,2623,13648,13648,A82102,1,1,0,0,0,MA,0,A82102,551,0,2,6000076
-77.080552,38.864824,339,1353,3611,11627,11627,A42018,1,1,0,0,0,MA,1,A42018,563,0,2,6000264
-77.080412,38.864988,341,1355,3620,11628,11628,A42211,1,1,0,0,0,MA,1,A42211,568,0,2,6000267
-77.080985,38.866846,972,1989,3737, ,11625,A42017,0,1,0,0,0,A,0,A42017,562,0,2,6000297
-77.080815,38.866999,973,1990,3747, ,11626,A42212,0,1,0,0,1,AS,0,A42212,569,0,2,6000300
-77.081302,38.869618,971,1988,3827, ,11624,A42213,1,1,0,0,0,MA,0,A42213,570,0,2,6001275
-77.08137,38.869104,970,1987,3848, ,11623,A42016,1,1,0,0,0,MA,0,A42016,561,0,2,6000327
-77.081672,38.871438,968,1985,3960, ,11622,A42214,1,1,0,0,0,MA,0,A42214,531,0,2,6000356
-77.081939,38.871816,969,1986,3983, ,11621, ,1,0,0,0,0,M,0, ,0,0,2,6000362
-77.108057,38.88586,173,1174, , , ,A53001,0,1,0,0,0,A,0,A53001,505,0,2,6001185
-77.086864,38.877393,656,1671,4320,14158,14158,A42012,1,1,0,0,0,MA,0,A42012,815,0,2,6000453
-77.088044,38.87858,641,1656,4361,14159,14159,A42217,1,1,0,0,0,MA,0,A42217,574,0,2,6000465
-77.089001,38.878921,651,1666,4394,14160,14160,A42011,1,1,0,0,0,MA,0,A42011,560,0,2,6000473
-77.089202,38.879422,654,1669,4433,14161,14161,A42218,1,1,0,0,0,MA,0,A42218,575,0,2,6000487
-77.090194,38.880657,646,1661,4498,14162,14162,A42219,1,1,0,0,0,MA,0,A42219,576,0,2,6000510
-77.091498,38.882748,653,1668,4590,14164,14164,A42220,0,1,0,0,0,A,0,A42220,577,0,2,6000533
-77.092032,38.883043,658,1673,4612,14165,14165,A42009,0,1,0,0,0,A,0,A42009,558,0,2,6000539
-77.13597,38.883126,696,1712,4623,14199,14199, ,1,0,0,0,0,M,0, ,0,0,2,6000542
-77.135676,38.883385,694,1710,4637,14198,14198, ,1,0,0,0,0,M,0, ,0,0,2,6000545
-77.137519,38.883395,697,1713,4638,14200,14200, ,1,0,0,0,0,M,0, ,0,0,2,6000546
-77.134153,38.883499,691,1707,4644,14197,14197, ,1,0,0,0,1,MS,0, ,0,0,2,6000547
-77.133566,38.883791,690,1706,4655,14196,14196, ,1,0,0,0,0,M,0, ,0,0,2,6000548
-77.131422,38.884248,356,1370,4676,14194,14194, ,1,0,0,0,0,M,0, ,0,0,2,6000554
-77.129631,38.884614,355,1369,4697,14192,14192, ,1,0,0,0,0,M,0, ,0,0,2,6000556
-77.139838,38.884766,315,1328,4705,14202,14202, ,1,0,0,0,0,M,0, ,0,0,2,6000559
-77.140318,38.884814,316,1329,4728,14203,14203, ,1,0,0,0,0,M,0, ,0,0,2,6000567
-77.127837,38.884989,682,1698,4730,14190,14190, ,1,0,0,0,0,M,0, ,0,0,2,6000568
-77.125411,38.885034,71,1071,4742,14189,14189,A52221,1,1,0,0,0,MA,1,A52221,158,0,2,6000572
-77.125863,38.8852,70,1070,4744,14188,14188,A52008,1,1,0,0,0,MA,1,A52008,118,0,2,6000573
-77.121056,38.885348,69,1069,4753,14186,14186,A52007,1,1,0,0,0,MA,0,A52007,117,0,2,6000574
-77.116315,38.885354,364,1378,4755,14184,14184,A52223,1,1,0,0,0,MA,0,A52223,160,1,2,6000575
-77.12132,38.885191,141,1138,4756, , ,A52222,1,1,0,0,0,MA,0,A52222,159,0,2,6000576
-77.113829,38.885449,463,1477,4761,14182,14182,A52230,1,1,0,0,0,MA,0,A52230,811,0,2,6000579
-77.117857,38.885485,1,1001,4763,14185,14185,A52006,1,1,0,0,0,MA,0,A52006,116,0,2,6000580
-77.113925,38.885569,104,1103,4766, , ,A52004,1,1,0,0,0,MA,0,A52004,114,0,2,6000582
-77.111142,38.885528,43,1043,4768,14178,14178,A52225,1,1,0,0,0,MA,0,A52225,162,0,2,6000583
-77.110739,38.885673,41,1041,4779,14177,14177,A52002,1,1,0,0,0,MA,0,A52002,112,0,2,6000588
-77.142355,38.886025,317,1330,4803,14204,14204,A15038,1,1,0,0,0,MA,0,A15038,0,0,2,6000592
-77.107981,38.886141,352,1366,4819,14175,14175, ,1,0,0,0,0,M,0, ,0,0,2,6000598
-77.098942,38.886138,662,1677,4823,14169,14169,A62217,1,1,0,0,0,MA,0,A62217,1154,0,2,6000600
-77.105307,38.886227,350,1364,4825,14173,14173, ,1,0,0,0,0,M,0, ,0,0,2,6000601
-77.144717,38.886655,699,1715,4848,14207,14207, ,1,0,0,0,0,M,0, ,0,0,2,6000602
-77.147121,38.887244,329,1342,4885,14209,14209,A15016,1,1,0,0,0,MA,0,A15016,1173,0,2,6000612
-77.148885,38.887277,81,2119,4891,14210,14210, ,1,0,0,0,0,M,0, ,0,0,2,6000614
-77.15122,38.887329,321,1334,4895,14213,14213,A15015,1,1,0,0,0,MA,0,A15015,1172,0,2,6000616
-77.149564,38.887479,319,1332,4900,14211,14211, ,1,0,0,0,0,M,0, ,0,0,2,6000617
-77.151289,38.8875,320,1333,4901,14212,14212,A15040,1,1,0,0,0,MA,0,A15040,1179,0,2,6000618
-77.156833,38.8874,626,1641,4903,14217,14217, ,1,0,0,0,0,M,0, ,0,0,2,6000620
-77.154861,38.887573,322,1335,4912,14214,14214, ,1,0,0,0,0,M,0, ,0,0,2,6000622
-77.157018,38.887621,700,1716,4924,14216,14216, ,1,0,0,0,0,M,0, ,0,0,2,6000623
-77.161334,38.888566,357,1371,4982,14219,14219, ,1,0,0,0,0,M,0, ,0,0,2,6000629
-77.115136,38.897594,6,1006,5655,12665,12665,A62015,1,1,0,0,0,MA,0,A62015,414,0,2,6000745
-77.088517,38.895632,7,1007,5495,12643,12643,,1,0,0,0,0,M,0,,0,0,2,6000711
-77.091891,38.894959,16,1016,5465,12645,12645,,1,0,0,0,0,M,0,,0,0,2,6000705
-77.146069,38.89402,72,1072,5382,12688,12688, ,1,0,0,0,0,M,0, ,0,0,2,6000693
-77.136027,38.89629,92,1090,14088, , ,A51014,1,1,0,0,0,MA,0,A51014,96,0,2,6000823
-77.119194,38.898518,324,1337,5740,12670,12670, ,1,0,0,0,0,M,0, ,0,0,2,6000756
-77.130326,38.896473,327,1340,5582,12677,12677, ,1,0,0,0,0,M,0, ,0,0,2,6000730
-77.124112,38.897272,362,1376,5647,12674,12674, ,1,0,0,0,0,M,0, ,0,0,2,6000743
-77.075035,38.899115,365,1379,5766,12635,12635, ,1,0,0,0,0,M,0, ,0,0,2,6000757
-77.078239,38.897794,366,1380,5679,12636,12636, ,1,0,0,0,0,M,0, ,0,0,2,6000749
-77.079904,38.897705,367,1381,5671,12638,12638, ,1,0,0,0,0,M,0, ,0,0,2,6000746
-77.085962,38.895969,368,1382,5526,12640,12640, ,1,0,0,0,0,M,0, ,0,0,2,6000718
-77.08687,38.896013,369,1383,5516,12641,12641, ,1,0,0,0,0,M,0, ,0,0,2,6000716
-77.092755,38.894545,370,1384,5427,12646,12646, ,1,0,0,0,0,M,0, ,0,0,2,6000698
-77.097344,38.896118,373,1387,5533,12649,12649, ,1,0,0,0,0,M,0, ,0,0,2,6000719
-77.09747,38.895837,374,1388,5514,12650,12650, ,1,0,0,0,0,M,0, ,0,0,2,6000715
-77.147093,38.893883,375,1389,5372,12689,12689, ,1,0,0,0,0,M,0, ,0,0,2,6000689
-77.15011,38.893081,377,1391,5306,12691,12691, ,1,0,0,0,0,M,0, ,0,0,2,6000680
-77.150293,38.892819,378,1392,5292,12692,12692, ,1,0,0,0,0,M,0, ,0,0,2,6000678
-77.151704,38.892652,379,1393,5276,12693,12693, ,1,0,0,0,0,M,0, ,0,0,2,6000673
-77.151537,38.892522,380,1394,5270,12694,12694, ,1,0,0,0,0,M,0, ,0,0,2,6000672
-77.153052,38.892301,381,1395,5256,12695,12695, ,1,0,0,0,0,M,0, ,0,0,2,6000670
-77.153373,38.891991,382,1396,5218,12696,12696, ,1,0,0,0,0,M,0, ,0,0,2,6000668
-77.154763,38.891242,386,1400,5175,12697,12697, ,1,0,0,0,0,M,0, ,0,0,2,6000657
-77.154715,38.891464,387,1401,5187,12698,12698, ,1,0,0,0,0,M,0, ,0,0,2,6000660
-77.159515,38.889089,388,1402,5019,14532,14532, ,1,0,0,0,0,M,0, ,0,0,2,6000637
-77.162562,38.887245,390,1404,4881,12699,12699, ,1,0,0,0,0,M,0, ,0,0,2,6000611
-77.112413,38.896997,434,1448,5618,12661,12661, ,1,0,0,0,0,M,0, ,0,0,2,6000738
-77.112913,38.897061,438,1452,5616,12662,12662, ,1,0,0,0,0,M,0, ,0,0,2,6000736
-77.114201,38.897132,449,1463,5629,12663,12663,A62215,1,1,0,0,0,MA,1,A62215,871,0,2,6000740
-77.114191,38.897235,465,1479,5630,12664,12664,A62003,1,1,0,0,0,MA,1,A62003,416,0,2,6000741
-77.140993,38.895657,671,1687,5503,12683,12683, ,1,0,0,0,0,M,0, ,0,0,2,6000713
-77.134328,38.89646,705,1721,5580,12679,12679, ,1,0,0,0,0,M,0, ,0,0,2,6000728
-77.140671,38.895537,707,1723,5494,12684,12684, ,1,0,0,0,0,M,0, ,0,0,2,6000710
-77.13846,38.896295,708,1724,5560,12681,12681, ,1,0,0,0,0,M,0, ,0,0,2,6000723
-77.143841,38.894898,710,1726,5463,12685,12685, ,1,0,0,0,0,M,0, ,0,0,2,6000704
-77.145657,38.894346,712,1728,5407,12687,12687, ,1,0,0,0,0,M,0, ,0,0,2,6000696
-77.107023,38.896711,714,1730,5592,12657,12657, ,1,0,0,0,0,M,0, ,0,0,2,6000734
-77.107888,38.896705,715,1731,5601,12658,12658, ,1,0,0,0,0,M,0, ,0,0,2,6000735
-77.082244,38.896282,931,1948,5565, , , ,1,0,0,0,0,M,0, ,0,0,2,6000724
-77.10108,38.896203,932,1949,5559, , , ,1,0,0,0,0,M,0, ,0,0,2,6000722
-77.100541,38.896506,933,1950,5581, , , ,1,0,0,0,0,M,0, ,0,0,2,6000729
-77.121751,38.898312,934,1951,5719, , , ,1,0,0,0,0,M,0, ,0,0,2,6000753
-77.073053,38.898325,935,1952,5726, ,12634, ,1,0,0,0,0,M,0, ,0,0,2,6000754
-77.136917,38.896445,936,1953,14081, , , ,1,0,0,0,0,M,0, ,0,0,2,6000820
-77.117307,38.898497,937,1954,5727, ,12668,A62004,1,1,0,0,0,MA,0,A62004,412,0,2,6000755
-77.072849,38.899183,938,1955,5768, ,12633, ,1,0,0,0,0,M,0, ,0,0,2,6000758
-77.11865,38.898686,939,1956,15749, , , ,1,0,0,0,0,M,0, ,0,0,2,6000951
-77.160122,38.888596,942,1959,4987, , , ,1,0,0,0,0,M,0, ,0,0,2,6000631
-77.127234,38.896531,325,1338,5586,12675,12675, ,1,0,0,0,0,M,0, ,0,0,2,6000731
-77.163051,38.886657,407,2145,4873,12700,12700, ,1,0,0,0,0,M,0, ,0,0,2,6000609
-77.105905,38.896419,940,1957,14079,12656, , ,1,0,0,0,1,MS,0, ,0,0,2,6000819
-77.147571,38.893524,376,1390,5349,12690,12690, ,1,0,0,0,1,MS,0, ,0,0,2,6000686
-77.144186,38.894611,711,1727,5437,12686,12686, ,1,0,0,0,1,MS,0, ,0,0,2,6000700
-77.138367,38.896093,709,1725,5544,12682,12682, ,1,0,0,0,1,MS,0, ,0,0,2,6000721
-77.106051,38.896248,713,1729,5566,12655,12655, ,1,0,0,0,1,MS,0, ,0,0,2,6000725
-77.133153,38.896234,706,1722,5573,12680,12680, ,1,0,0,0,1,MS,0, ,0,0,2,6000726
-77.13072,38.896291,328,1341,5578,12678,12678, ,1,0,0,0,1,MS,0, ,0,0,2,6000727
-77.126825,38.896394,326,1339,5589,12676,12676, ,1,0,0,0,1,MS,0, ,0,0,2,6000733
-77.11007,38.896976,424,1438,5620,12659,12659, ,1,0,0,0,1,MS,0, ,0,0,2,6000739
-77.115257,38.897448,23,1023,5653,12666,12666,A62214,1,1,0,0,1,MAS,0,A62214,415,0,2,6000744
-77.123261,38.897776,340,1354,5676,12673,12673, ,1,0,0,0,1,MS,0, ,0,0,2,6000747
-77.122084,38.897966,403,1417,5692,12672,12672, ,1,0,0,0,1,MS,0, ,0,0,2,6000751
-77.116487,38.898065,42,1042,5702,12667,12667,A62213,1,1,0,0,1,MAS,0,A62213,413,0,2,6000752
-77.064912,38.870228,805,1821,13530, , , ,1,0,0,0,0,M,0, ,0,0,1,6000789
-77.11698,38.854405,614,1629,2992,11479,11479,A41227,1,1,0,0,0,MA,0,A41227,235,0,1,6000151
-77.114923,38.854934,62,1062,3021,11477,11477,A41226,1,1,0,0,0,MA,1,A41226,234,0,1,6000153
-77.08927,38.861903,345,1359,3460,11457,11457, ,1,0,0,0,0,M,0, ,0,0,1,6000237
-77.088479,38.862302,344,1358,3483,11456,11456, ,1,0,0,0,0,M,0, ,0,0,1,6000240
-77.086783,38.862714,338,1352,3507,11454,11454,A45008,1,1,0,0,0,MA,0,A45008,1096,0,1,6000245
-77.081006,38.864252,336,1357,3578,11449,11449,A15003,1,0,0,0,0,M,0,A15003,1157,0,1,6000259
-77.077529,38.865096,335,1349,3629,11446,11446,A42210,1,1,0,0,0,MA,0,A42210,567,0,1,6000270
-77.075364,38.865652,334,1348,3659,11444,11444,A42209,1,1,0,0,0,MA,0,A42209,185,0,1,6000276
-77.071418,38.866481,806,1822,3723, ,11443,A42021,1,1,0,0,0,MA,0,A42021,534,0,1,6000288
-77.071723,38.866577,807,1823,3727, ,11442,A42208,1,1,0,0,0,MA,0,A42208,533,0,1,6000291
-77.094206,38.887269,144,1142, , , ,A41026,0,1,0,0,0,A,0,A41026,441,0,1,6001167
-77.091121,38.888494,145,1143,14097, , ,A41027,1,1,0,0,1,MAS,0,A41027,448,0,1,6000828
-77.112709,38.879957,275,1279,14442, , ,A75130,1,1,0,0,0,MA,0,A75130,330,0,1,6000925
-77.143544,38.873188,645,1660,4067,14452,14452, ,1,0,0,0,0,M,0, ,0,0,1,6000381
-77.146812,38.873451,941,1958,4081, ,14454, ,1,0,0,0,0,M,0, ,0,0,1,6000384
-77.140472,38.873685,412,1426,4099,14450,14450, ,1,0,0,0,0,M,0, ,0,0,1,6000393
-77.138595,38.873875,622,1637,4113,14449,14449, ,1,0,0,0,0,M,0, ,0,0,1,6000398
-77.13876,38.874044,398,1412,4121,14448,14448, ,1,0,0,0,0,M,0, ,0,0,1,6000400
-77.136694,38.87424,687,1703,4134,14447,14447, ,1,0,0,0,0,M,0, ,0,0,1,6000405
-77.136935,38.87438,684,1700,4140,14446,14446, ,1,0,0,0,0,M,0, ,0,0,1,6000407
-77.134326,38.874911,680,1696,4165,14445,14445, ,1,0,0,0,0,M,0, ,0,0,1,6000416
-77.13253,38.875215,676,1692,4180,14443,14443, ,1,0,0,0,0,M,0, ,0,0,1,6000419
-77.132233,38.875456,675,1691,4191,14442,14442, ,1,0,0,0,0,M,0, ,0,0,1,6000421
-77.130893,38.875808,669,1685,4214,14440,14440, ,1,0,0,0,0,M,0, ,0,0,1,6000428
-77.12784,38.876438,38,1038,4263,14439,14439,A75122,1,1,0,0,0,MA,0,A75122,316,0,1,6000438
-77.128075,38.876517,408,1422,4266,14438,14438, ,1,0,0,0,0,M,0, ,0,0,1,6000440
-77.126259,38.876833,36,1036,4290,14437,14437,A75123,1,1,0,0,0,MA,1,A75123,317,0,1,6000443
-77.126469,38.876917,35,1035,4298,14436,14436,A75008,1,1,0,0,0,MA,1,A75008,318,0,1,6000445
-77.125639,38.876978,406,1420,4300,14434,14434,A75124,1,1,0,0,0,MA,0,A75124,319,0,1,6000447
-77.125176,38.877246,34,1034,4310,14435,14435,A75007,1,1,0,0,0,MA,0,A75007,320,0,1,6000449
-77.11919,38.878602,27,1027,4368,14429,14429,A75127,1,1,0,0,0,MA,0,A75127,325,0,1,6000467
-77.117685,38.878981,397,1411,4400,14427,14427,A75128,1,1,0,0,0,MA,0,A75128,327,0,1,6000477
-77.117818,38.879096,25,1025,4410,14426,14426,A75004,1,1,0,0,0,MA,0,A75004,326,0,1,6000483
-77.115406,38.879538,24,1024,4441,14425,14425,A75129,1,1,0,0,0,MA,0,A75129,328,0,1,6000489
-77.115808,38.879623,395,1409,4446,14424,14424,A75003,1,1,0,0,0,MA,0,A75003,329,0,1,6000491
-77.106456,38.879904,265,1268,4470, , ,A67002,0,1,0,0,0,A,0,A67002,341,0,1,6000501
-77.112223,38.880185,405,1419,4472,14421,14421,A75002,1,1,0,0,0,MA,0,A75002,877,0,1,6000502
-77.106252,38.880176,147,1146,4478, , ,A41208,0,1,0,0,0,A,0,A41208,342,0,1,6000503
-77.104362,38.881171,660,1675,4523,14416,14416,A41207,0,1,0,0,0,A,0,A41207,344,0,1,6000519
